Date,Tm,Opp,Quarter,Time,Down,ToGo,Location,Score,Detail,Yds,EPB,EPA,Diff
2023-11-26,Bills,Eagles,2,1:33,2,3,PHI 3,10-7,Josh Allen pass incomplete short right. Penalty on Josh Allen: Intentional Grounding 13 yards (accepted),0,5.53,2.85,-2.68
2023-09-24,Bills,Washington,2,0:32,2,10,WAS 22,13-0,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Kendall Fuller),0,3.56,2.87,-0.69
2023-10-08,Bills,Jaguars,2,1:29,2,4,JAX 25,0-11,Josh Allen pass incomplete short right,0,3.78,3.07,-0.71
2023-11-26,Bills,Eagles,2,12:10,2,10,PHI 33,0-7,Josh Allen pass incomplete short left intended for Khalil Shakir,0,2.84,2.15,-0.69
2023-11-19,Bills,Jets,2,0:12,2,1,BUF 45,16-6,Josh Allen pass incomplete deep left intended for Stefon Diggs,0,2.01,1.29,-0.72
2023-12-23,Bills,Chargers,4,3:00,2,8,SDG 45,21-22,Josh Allen pass incomplete deep left intended for Stefon Diggs,0,2.18,1.49,-0.69
2023-10-26,Bills,Buccaneers,4,11:10,2,9,BUF 49,24-10,Josh Allen pass incomplete short right intended for Gabriel Davis (defended by Jamel Dean) (defended by William Gholston),0,1.72,1.02,-0.7
2023-10-01,Bills,Dolphins,2,1:50,3,14,MIA 35,28-14,Josh Allen pass incomplete deep right intended for Khalil Shakir (defended by Justin Bethel),0,1.75,0.97,-0.78
2023-10-15,Bills,Giants,2,2:29,1,10,NYG 46,0-6,Josh Allen pass short middle (defended by Bobby Okereke) intended for Dawson Knox is intercepted by Micah McFadden at NYG-36 and returned for 5 yards (tackle by Latavius Murray),0,2.52,-1.66,-4.18
2023-10-26,Bills,Buccaneers,2,3:29,1,10,TAM 20,10-10,Josh Allen pass incomplete short left intended for Gabriel Davis,0,4.24,3.69,-0.55
2023-11-13,Bills,Broncos,4,12:53,2,8,BUF 37,15-15,Josh Allen pass incomplete short right,0,0.99,0.3,-0.69
2023-12-31,Bills,Patriots,1,2:22,3,6,NWE 6,10-7,Josh Allen pass incomplete short left intended for Dalton Kincaid,0,4.04,2.99,-1.05
2023-12-10,Bills,Chiefs,4,10:47,2,9,BUF 26,17-17,Josh Allen pass incomplete short middle intended for Gabriel Davis (defended by Trent McDuffie),0,0.2,-0.49,-0.69
2023-10-08,Bills,Jaguars,3,8:10,3,10,JAX 42,7-11,Josh Allen pass incomplete deep left intended for Dawson Knox. Penalty on Connor McGovern: Offensive Holding 10 yards (declined),0,1.55,0.46,-1.09
2023-11-26,Bills,Eagles,1,6:55,2,6,PHI 30,0-0,Josh Allen pass incomplete deep left intended for James Cook,0,3.31,2.61,-0.7
2023-12-23,Bills,Chargers,1,15:00,1,10,BUF 25,0-0,Josh Allen pass complete short right to Stefon Diggs for no gain (tackle by Derwin James),0,0.61,0.06,-0.55
2023-12-31,Bills,Patriots,2,1:20,3,2,BUF 45,20-14,Josh Allen pass incomplete short left intended for Latavius Murray,0,1.22,-0.39,-1.61
2023-11-13,Bills,Broncos,2,0:45,1,10,BUF 25,8-12,Josh Allen pass short left intended for Deonte Harty is intercepted by Fabian Moreau at BUF-40 and returned for 9 yards (tackle by James Cook),0,0.61,-3.51,-4.12
2023-10-15,Bills,Giants,1,14:23,2,7,BUF 28,0-0,Josh Allen pass incomplete short left intended for Stefon Diggs,0,0.47,-0.23,-0.7
2023-10-22,Bills,Patriots,3,10:06,2,8,NWE 8,3-13,Josh Allen pass incomplete short right intended for Gabriel Davis,0,4.57,3.58,-0.99
2023-10-22,Bills,Patriots,2,3:55,2,6,NWE 32,3-13,Josh Allen pass incomplete deep left intended for Gabriel Davis,0,3.18,2.48,-0.7
2023-12-31,Bills,Patriots,4,7:42,2,5,BUF 45,27-21,Josh Allen pass incomplete short right intended for Trent Sherfield (defended by Jonathan Jones),0,1.73,1.03,-0.7
2023-12-10,Bills,Chiefs,4,9:16,2,17,BUF 40,17-17,Josh Allen pass incomplete short left,0,0.57,-0.1,-0.67
2023-11-05,Bills,Bengals,4,15:00,1,10,CIN 32,10-21,Josh Allen pass incomplete deep right,0,3.45,2.9,-0.55
2023-09-17,Bills,Raiders,3,3:49,1,10,RAI 48,28-10,Josh Allen pass incomplete short left,0,2.39,1.85,-0.54
2024-01-07,Bills,Dolphins,2,0:21,2,10,MIA 23,7-14,Josh Allen pass incomplete deep left intended for James Cook,0,3.5,2.81,-0.69
2023-11-13,Bills,Broncos,4,12:41,3,8,BUF 37,15-15,Josh Allen pass incomplete short left intended for Gabriel Davis (defended by Fabian Moreau),0,0.3,-0.91,-1.21
2023-09-11,Bills,Jets,5,9:26,3,12,BUF 23,16-16,Josh Allen pass incomplete short left intended for Stefon Diggs,0,-0.89,-1.83,-0.94
2023-11-13,Bills,Broncos,3,11:30,4,1,BUF 48,8-15,Josh Allen pass incomplete deep right intended for Khalil Shakir,0,-0.19,-2.46,-2.27
2023-10-15,Bills,Giants,1,1:45,3,10,NYG 37,0-3,Josh Allen pass incomplete short left intended for Dawson Knox,0,1.88,0.79,-1.09
2023-10-22,Bills,Patriots,2,10:48,3,7,BUF 16,3-10,Josh Allen pass incomplete deep right intended for Stefon Diggs,0,-1.06,-2.39,-1.33
2023-12-10,Bills,Chiefs,1,0:14,1,10,KAN 50,7-0,Josh Allen pass incomplete short right,0,2.26,1.71,-0.55
2023-11-26,Bills,Eagles,4,12:55,2,8,BUF 27,24-21,Josh Allen pass short left intended for Stefon Diggs is intercepted by James Bradberry at BUF-29 and returned for 5 yards (tackle by Connor McGovern),0,0.33,-3.97,-4.3
2023-12-10,Bills,Chiefs,3,2:03,3,3,BUF 33,17-14,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by L'Jarius Sneed),0,0.37,-1.18,-1.55
2023-10-08,Bills,Jaguars,4,2:23,1,3,JAX 3,13-25,Josh Allen pass incomplete short right,0,6.51,5.53,-0.98
2023-09-11,Bills,Jets,2,13:12,3,8,BUF 31,3-0,Josh Allen pass deep middle intended for Deonte Harty is intercepted by Jordan Whitehead at NYJ-4 and returned for no gain (tackle by Deonte Harty),0,-0.1,0.38,0.48
2023-10-26,Bills,Buccaneers,2,15:00,4,1,TAM 1,3-0,Josh Allen pass incomplete short left intended for Dalton Kincaid (defended by Jamel Dean),0,3.55,0.38,-3.17
2023-10-08,Bills,Jaguars,1,1:13,1,10,BUF 25,0-11,Josh Allen pass incomplete short right,0,0.61,0.06,-0.55
2023-11-19,Bills,Jets,3,2:28,3,8,BUF 27,29-6,Josh Allen pass incomplete short left intended for Deonte Harty,0,-0.36,-1.57,-1.21
2023-10-22,Bills,Patriots,4,13:51,4,2,NWE 33,10-16,Josh Allen pass incomplete short right intended for Dawson Knox (defended by Ja'Whaun Bentley),0,1.2,-1.2,-2.4
2023-12-31,Bills,Patriots,3,3:01,1,10,BUF 12,27-14,Josh Allen pass incomplete deep middle intended for Stefon Diggs,0,-0.35,-0.78,-0.43
2023-11-05,Bills,Bengals,1,8:45,2,5,BUF 20,0-7,Josh Allen pass incomplete short middle intended for Dalton Kincaid (defended by Daxton Hill),0,0.08,-0.76,-0.84
2023-11-19,Bills,Jets,2,5:19,1,10,NYJ 23,9-0,Josh Allen pass incomplete short right intended for James Cook,0,4.04,3.5,-0.54
2024-01-07,Bills,Dolphins,1,0:22,4,2,MIA 35,0-0,Josh Allen pass deep middle intended for Gabriel Davis is intercepted by DeShon Elliott in end zone and returned for no gain,0,0.99,-0.28,-1.27
2024-01-07,Bills,Dolphins,2,1:16,1,10,BUF 42,7-14,Josh Allen pass incomplete short left,0,1.73,1.19,-0.54
